amount,transaction_hour,merchant_category,transaction_type,location,transactions_last_24h,avg_transaction_amount,international,distance_from_home_km,is_fraud
6936.19,13,Education,POS,Kochi,3.0,5359.62,No,0.99,Low
3449.85,13,Fuel,POS,Mumbai,3.0,3678.8,No,416.31,Low
380.47,15,Pharmacy,ATM,Delhi,3.0,552.35,No,12.89,Low
9117.55,11,Travel,POS,Chennai,5.0,1160.82,No,0.1,High
2225.47,9,Healthcare,ATM,Chennai,4.0,953.46,Yes,549.12,High
1203.98,1,Education,Online,Bhopal,0.0,866.14,No,16.35,Medium
748.01,12,Healthcare,Contactless,Mumbai,3.0,688.09,No,6.65,Medium
636.6,11,Shopping,Online,Hyderabad,2.0,2542.7,No,0.77,Low
2919.04,21,Electronics,POS,Vijayawada,3.0,1560.86,No,3.31,Low
8257.17,20,Electronics,Online,Surat,5.0,1725.23,No,10.24,High
7913.85,8,Travel,Contactless,Surat,1.0,4109.53,No,4.57,Medium
132.57,12,Food,POS,Coimbatore,6.0,535.55,No,14.72,Low
400.5,10,Online Marketplace,POS,Bengaluru,,568.28,No,5.33,Low
26650.42,11,Travel,ATM,Bhopal,2.0,8519.84,No,4.25,Medium
714.59,19,Grocery,Contactless,Lucknow,3.0,1550.87,No,10.66,Low
7379.72,14,Grocery,ATM,Nagpur,5.0,6072.11,Yes,436.45,High
117.98,13,Restaurants,Online,Pune,0.0,235.98,No,14.67,Low
3703.38,19,Fuel,POS,Mumbai,4.0,2522.79,No,10.26,Medium
2079.42,12,Healthcare,POS,Bengaluru,5.0,903.07,No,25.97,Medium
445.93,11,Education,POS,Bengaluru,5.0,695.12,No,20.46,Low
1463.31,19,Restaurants,ATM,Mumbai,1.0,1363.45,No,521.59,Medium
391.08,17,Healthcare,POS,Surat,1.0,355.02,No,16.32,Medium
397.7,20,Restaurants,Contactless,Mumbai,2.0,1333.73,No,3.79,Low
756.04,16,Food,POS,Lucknow,1.0,971.57,No,3.5,Medium
1757.12,19,Food,POS,Hyderabad,3.0,2232.37,No,10.91,Medium
4082.79,8,Restaurants,POS,Hyderabad,3.0,3264.14,No,35.13,High
705.34,20,Utilities,POS,Surat,18.0,1010.45,No,5.6,High
1781.64,20,Restaurants,Contactless,Coimbatore,3.0,3769.98,No,370.02,Low
562.12,12,Utilities,POS,Chennai,1.0,902.32,No,2.58,Medium
16509.14,10,Food,POS,Kochi,5.0,3753.11,No,194.34,High
4707.7,8,Travel,Online,Hyderabad,3.0,2819.99,No,20.74,Medium
644.8,19,Fuel,Online,Coimbatore,1.0,610.95,No,17.34,Low
567.48,10,Fuel,ATM,Indore,2.0,1553.9,No,9.61,Medium
10200.99,21,Education,Online,Delhi,23.0,1859.86,No,10.79,High
567.24,4,Utilities,POS,Visakhapatnam,3.0,1231.7,No,0.1,Low
334.93,17,Travel,Online,Bengaluru,2.0,569.93,Yes,6476.98,High
1973.84,10,Restaurants,POS,Ahmedabad,1.0,5023.48,No,40.2,Medium
466.52,21,Pharmacy,ATM,Pune,3.0,1688.68,No,3.82,Low
2153.76,5,Restaurants,POS,Delhi,2.0,2152.17,Yes,5857.92,Medium
1231.28,17,Electronics,POS,Mumbai,4.0,774.75,No,11.04,Low
1443.08,17,Shopping,POS,Nagpur,1.0,2055.21,No,0.91,Low
5606.35,7,Utilities,POS,Pune,5.0,5279.81,No,4.57,Medium
1263.04,14,Pharmacy,Contactless,Guwahati,6.0,1952.22,No,16.97,Low
13570.83,13,Entertainment,POS,Bengaluru,2.0,16331.07,No,24.34,Low
221.75,13,Shopping,POS,Bengaluru,2.0,235.09,No,11.06,Low
423.1,10,Food,POS,Indore,1.0,1290.5,No,10.37,Low
1083.69,16,Healthcare,POS,Hyderabad,3.0,1167.84,No,9.6,Medium
237.63,11,Food,Online,Delhi,2.0,1232.97,No,21.76,Medium
260.56,17,Online Marketplace,Online,Mumbai,2.0,195.54,No,4.35,Low
2153.69,13,Shopping,POS,Kochi,4.0,2378.44,No,15.81,Medium
559.56,18,Fuel,ATM,Bengaluru,2.0,593.05,No,24.89,Low
2825.88,23,Shopping,ATM,Jaipur,4.0,1708.69,No,4.15,Medium
7960.88,21,Electronics,Contactless,Coimbatore,3.0,2081.74,Yes,2603.35,High
578.98,9,Grocery,Online,Bengaluru,1.0,1039.89,No,14.2,Low
14533.2,18,Healthcare,POS,Hyderabad,3.0,5375.91,No,4.94,Medium
1086.11,12,Food,POS,Bengaluru,2.0,2702.97,No,2.93,Low
2283.68,19,Entertainment,POS,Pune,2.0,3477.41,No,1.12,Low
1233.26,7,Online Marketplace,Contactless,Guwahati,1.0,1327.43,No,5.87,Low
5665.13,8,Travel,POS,Bengaluru,5.0,865.48,No,4.71,Medium
2524.17,10,Fuel,POS,Guwahati,5.0,1637.55,No,38.8,Low
2851.04,13,Grocery,POS,Chennai,3.0,896.86,No,8.06,Medium
22086.67,21,Electronics,Contactless,Mumbai,2.0,4704.33,No,0.59,Medium
473.56,9,Healthcare,Contactless,Bhopal,3.0,365.15,No,0.4,Low
4777.64,18,Travel,Online,Delhi,0.0,2106.68,No,23.88,Medium
35.14,0,Food,POS,Kolkata,3.0,226.47,No,2.32,Low
387.08,12,Utilities,Contactless,Mumbai,1.0,924.1,No,3.2,Medium
8782.5,21,Healthcare,Contactless,Kolkata,7.0,,No,5.98,Medium
671.4,9,Healthcare,POS,Chennai,2.0,485.6,No,5.95,Low
940.96,11,Entertainment,Online,Delhi,28.0,1556.41,No,28.31,High
1373.28,13,Online Marketplace,Online,Pune,5.0,862.79,No,3.57,Medium
1987.32,2,Online Marketplace,Online,Mumbai,5.0,1590.58,No,1.63,Medium
2062.04,2,Fuel,Online,Pune,0.0,3167.54,No,1.91,Low
9196.25,18,Healthcare,Online,Mumbai,2.0,2855.99,No,7.69,Medium
4129.36,12,Healthcare,POS,Bengaluru,5.0,2553.03,No,6.72,Low
1261.98,20,Fuel,POS,Pune,2.0,1091.98,No,0.21,Low
4425.78,11,Grocery,POS,Delhi,1.0,1399.37,No,6.47,Low
2086.06,2,Shopping,POS,Indore,24.0,1789.41,Yes,3817.74,High
6577.99,21,Grocery,Online,Vijayawada,2.0,312.33,No,9.7,High
592.83,20,Pharmacy,ATM,Hyderabad,3.0,892.28,No,33.84,Low
1671.5,15,Grocery,POS,Kolkata,2.0,1824.35,No,474.4,High
5018.29,6,Food,Online,Delhi,4.0,2511.61,No,14.45,Low
6170.78,9,Entertainment,POS,Kochi,3.0,3301.92,No,18.78,Medium
680.98,0,Online Marketplace,ATM,Jaipur,3.0,2101.48,No,3.32,Low
2377.39,12,Online Marketplace,POS,Hyderabad,9.0,6714.46,No,1.35,Medium
3130.56,17,Online Marketplace,Online,Delhi,0.0,2290.39,No,14.96,Low
786.9,18,Utilities,Online,Bengaluru,6.0,1183.09,No,5.38,Medium
2749.68,18,Electronics,Online,Ahmedabad,2.0,1899.4,No,7.88,Medium
10191.12,15,Online Marketplace,POS,Mumbai,5.0,4621.95,No,12.07,Medium
5486.95,6,Fuel,POS,Hyderabad,2.0,831.78,No,6.09,High
2655.33,13,Restaurants,POS,Delhi,0.0,2164.17,No,21.82,Medium
1712.26,8,Education,POS,Kochi,2.0,1513.91,No,13.3,Low
1485.75,16,Shopping,Online,Bengaluru,2.0,1458.46,No,0.84,Medium
931.09,18,Shopping,Online,Ahmedabad,2.0,909.46,No,14.56,Low
502.0,20,Utilities,POS,Bengaluru,1.0,1192.06,No,5.76,Low
27614.96,13,Electronics,ATM,Hyderabad,4.0,7014.26,No,184.59,High
1605.63,20,Restaurants,ATM,Delhi,5.0,1204.89,No,6.22,Low
3242.05,13,Shopping,Online,Delhi,4.0,4502.7,No,12.12,Medium
9672.08,12,Electronics,POS,Chennai,2.0,3035.95,No,1.61,Low
1731.32,2,Fuel,ATM,Hyderabad,5.0,2834.31,Yes,6308.73,High
1045.62,21,Healthcare,Online,Mumbai,2.0,1435.61,No,9.96,Medium
1256.27,11,Restaurants,Online,Delhi,27.0,1405.55,No,9.98,High
,20,Utilities,Contactless,Hyderabad,4.0,3525.1,No,125.88,High
2092.3,1,Utilities,POS,Kolkata,2.0,1781.98,No,3.55,Low
2723.29,13,Online Marketplace,POS,Indore,3.0,2067.22,No,3.19,Medium
1769.27,15,Fuel,ATM,Bhopal,1.0,2862.8,No,2.8,Low
352.68,16,Online Marketplace,Online,Delhi,3.0,536.14,No,3.57,Low
1373.41,9,Fuel,Online,Kolkata,5.0,1541.4,No,46.86,Medium
9827.55,14,Online Marketplace,Online,Hyderabad,4.0,7829.32,No,7.53,Low
3500.38,11,Electronics,POS,Chennai,6.0,928.6,No,10.26,Medium
7713.63,13,Grocery,Contactless,Indore,3.0,2217.64,No,9.73,Low
849.21,17,Entertainment,POS,Delhi,3.0,1047.36,No,22.9,Low
1422.17,8,Entertainment,POS,Visakhapatnam,1.0,2530.53,No,5.9,Low
3323.04,20,Electronics,ATM,Delhi,3.0,1467.96,No,9.2,Medium
864.33,17,Online Marketplace,Online,Mumbai,4.0,1039.31,No,12.44,Low
1025.92,17,Food,Online,Kochi,4.0,1715.3,No,22.18,Medium
1232.4,15,Restaurants,POS,Lucknow,6.0,4106.64,No,479.99,Low
754.69,12,Grocery,POS,Kochi,1.0,729.88,No,497.78,Medium
219.45,12,Online Marketplace,POS,Bengaluru,3.0,227.02,No,15.47,Low
806.8,20,Food,Online,Kolkata,3.0,1756.45,No,401.19,Low
8796.87,19,Travel,Contactless,Nagpur,3.0,2670.87,No,5.33,Low
2618.33,13,Fuel,Contactless,Delhi,3.0,3076.56,No,18.37,Medium
333.71,11,Restaurants,POS,Vijayawada,3.0,373.06,No,16.59,Medium
1550.1,19,Healthcare,Contactless,Indore,4.0,974.33,No,3.18,Medium
2249.73,19,Shopping,Online,Ahmedabad,1.0,1173.37,No,14.46,Medium
1712.27,22,Utilities,Online,Bengaluru,3.0,3498.87,No,248.23,Medium
284.56,11,Grocery,ATM,Delhi,1.0,605.79,No,27.21,Low
730.72,20,Utilities,Online,Delhi,1.0,1473.57,No,9.32,Low
1528.99,15,Grocery,ATM,Chennai,3.0,1046.28,No,0.84,Low
98267.9,14,Shopping,Contactless,Mumbai,0.0,9332.11,No,5.21,Medium
373.77,14,Grocery,Online,Lucknow,6.0,540.55,No,6.9,Low
3662.61,16,Grocery,ATM,Lucknow,2.0,4772.4,No,3.96,Low
6085.76,17,Electronics,POS,Kolkata,1.0,786.76,No,18.38,High
736.19,2,Utilities,Online,Surat,2.0,980.26,No,3.83,Low
343.01,21,Restaurants,Contactless,Chennai,5.0,600.96,No,2.51,Low
390.37,21,Food,POS,Mumbai,8.0,1234.84,No,1.65,Low
3221.22,0,Healthcare,POS,Pune,2.0,3747.73,No,0.61,Low
2772.45,15,Utilities,Contactless,Coimbatore,7.0,4832.87,No,64.13,Low
1219.89,14,Entertainment,POS,Kochi,1.0,1106.46,Yes,6384.38,High
2503.24,10,Fuel,Online,Chennai,5.0,1624.28,No,15.17,Medium
5360.4,20,Travel,Online,Kolkata,0.0,4101.07,No,14.34,Low
675.95,14,Restaurants,POS,Hyderabad,2.0,1534.31,No,5.76,Low
1886.79,20,Utilities,POS,Coimbatore,3.0,4345.24,No,2.89,Low
8026.62,12,Healthcare,Online,Hyderabad,4.0,866.17,No,0.87,High
133.69,11,Restaurants,ATM,Kolkata,3.0,483.97,No,4.69,Low
1746.4,11,Entertainment,Contactless,Delhi,2.0,1398.12,No,71.69,Medium
781.43,7,Pharmacy,Online,Vijayawada,2.0,1670.68,No,10.23,Medium
1437.66,14,Grocery,POS,Vijayawada,0.0,1277.11,No,7.2,Low
8234.16,8,Food,POS,Ahmedabad,3.0,5471.78,No,17.5,Low
246.86,20,Grocery,Online,Delhi,3.0,883.8,No,3.27,Low
1406.89,11,Restaurants,Contactless,Kolkata,3.0,2298.21,No,2.91,Low
1041.44,13,Fuel,POS,Delhi,1.0,2003.37,No,4.26,Medium
1367.54,11,Utilities,POS,Vijayawada,2.0,2618.94,No,3.6,Low
2496.31,16,Grocery,Online,Kochi,2.0,4415.85,No,10.72,Low
3134.16,19,Shopping,POS,Mumbai,0.0,2185.34,No,54.32,Low
3821.07,10,Grocery,Contactless,Chennai,4.0,686.3,No,1.97,High
6778.82,18,Travel,Contactless,Bengaluru,5.0,3609.04,No,0.52,Low
1093.52,1,Utilities,ATM,Nagpur,5.0,1056.09,No,1.48,Low
6944.6,9,Online Marketplace,Online,Ahmedabad,4.0,1656.05,No,9.56,High
501.21,14,Shopping,Online,Delhi,7.0,647.94,No,6.14,Medium
6366.32,14,Education,POS,Patna,2.0,2058.91,No,21.36,Medium
1060.0,19,Restaurants,Online,Chennai,2.0,1547.52,No,4.9,Low
711.61,14,Grocery,POS,Lucknow,15.0,869.91,No,1.77,Medium
2691.73,11,Grocery,POS,Jaipur,0.0,6068.16,No,17.59,Low
4762.32,21,Entertainment,Online,Delhi,3.0,6393.4,No,7.94,Low
3346.63,8,Shopping,ATM,Pune,1.0,3416.06,No,11.2,Low
2289.76,13,Food,Online,Bengaluru,2.0,4598.92,No,0.8,Low
3234.59,9,Online Marketplace,Online,Delhi,4.0,5726.9,No,27.58,Medium
1186.84,15,Shopping,Contactless,Kolkata,1.0,1966.53,No,114.09,Medium
3810.42,11,Shopping,Online,Delhi,2.0,5454.11,No,18.9,Low
2084.36,14,Restaurants,POS,Hyderabad,4.0,1378.02,No,5.61,Low
1482.09,19,Shopping,Online,Bengaluru,21.0,634.48,No,3.93,High
1029.76,12,Entertainment,Online,Bengaluru,4.0,1343.11,No,4.51,Medium
12393.35,17,Entertainment,Contactless,Delhi,5.0,6287.9,No,3.37,Medium
350.11,3,Grocery,Online,Mumbai,2.0,740.84,Yes,1202.84,Medium
268.07,18,Food,Online,Pune,2.0,530.17,Yes,1372.98,Low
964.55,21,Utilities,Contactless,Nagpur,2.0,728.48,Yes,1855.05,High
1228.74,4,Online Marketplace,Online,Mumbai,3.0,1628.41,No,5.68,Low
547.01,4,Food,Online,Mumbai,1.0,1789.29,Yes,3248.92,Low
1155.97,14,Electronics,ATM,Hyderabad,4.0,355.89,No,278.8,Low
8390.02,11,Fuel,Online,Ahmedabad,2.0,7488.54,No,34.64,Medium
1413.1,21,Online Marketplace,Contactless,Mumbai,4.0,1875.25,No,9.04,Medium
418.51,21,Healthcare,Online,Surat,3.0,447.63,No,0.83,Low
986.58,20,Grocery,POS,Guwahati,1.0,2151.88,No,5.42,Low
1407.94,9,Shopping,Online,Bengaluru,3.0,1180.81,No,0.58,Medium
956.69,9,Online Marketplace,ATM,Chennai,3.0,964.44,No,23.71,Medium
743.67,10,Utilities,Contactless,Lucknow,3.0,1268.04,No,5.87,Medium
2455.36,3,Pharmacy,Online,Pune,1.0,1807.06,No,39.48,Low
875.48,16,Grocery,POS,Mumbai,2.0,1401.23,No,39.77,Low
1227.65,9,Online Marketplace,Contactless,Delhi,5.0,617.13,Yes,5808.3,High
1843.89,6,Fuel,Contactless,Lucknow,3.0,2716.74,No,4.26,Low
1068.94,21,Pharmacy,Contactless,Jaipur,0.0,3839.75,No,399.72,Medium
1512.16,23,Food,POS,Indore,5.0,2519.08,No,4.93,Low
7068.5,9,Electronics,Online,Pune,2.0,2390.55,No,3.64,Medium
3140.9,8,Shopping,ATM,Chennai,2.0,2417.9,No,8.69,Low
991.26,8,Fuel,Online,Hyderabad,3.0,1778.68,No,8.86,Low
4695.17,18,Electronics,POS,Delhi,2.0,403.56,No,3.46,High
1202.57,8,Shopping,Contactless,Chennai,2.0,1503.47,No,8.69,Low
1315.95,16,Electronics,ATM,Visakhapatnam,0.0,353.97,No,20.78,Medium
560.99,0,Food,POS,Mumbai,1.0,1917.05,No,235.93,Low
4994.9,16,Shopping,Online,Pune,1.0,5647.55,No,26.64,Medium
15984.89,9,Online Marketplace,POS,Surat,2.0,2750.52,No,10.53,High
842.17,20,Food,POS,Mumbai,2.0,2476.09,No,8.28,Low
1524.25,10,Fuel,Online,Bengaluru,28.0,1437.17,No,6.92,High
2208.54,4,Utilities,POS,Coimbatore,1.0,1412.86,No,10.25,Low
2243.36,12,Shopping,ATM,Ahmedabad,1.0,1198.38,No,21.92,Low
2219.04,11,Grocery,Online,Kochi,3.0,5313.88,No,22.49,Low
579.08,20,Fuel,Online,Mumbai,3.0,538.38,No,6.2,Low
1468.39,19,Fuel,Online,Ahmedabad,2.0,3519.83,No,9.42,Low
313.85,2,Food,POS,Kolkata,2.0,630.06,No,14.8,Low
197.04,13,Utilities,POS,Chennai,1.0,538.79,No,6.12,Low
10409.21,8,Shopping,Online,Delhi,4.0,2685.45,No,75.37,High
1518.42,5,Online Marketplace,Online,Kochi,4.0,1174.38,Yes,3160.64,High
3716.61,17,Grocery,POS,Jaipur,6.0,5946.05,No,30.09,Low
2191.23,19,Shopping,Contactless,Surat,3.0,1188.01,No,0.25,Low
3432.39,17,Shopping,POS,Pune,2.0,2230.81,No,2.42,Low
1487.25,13,Restaurants,POS,Delhi,1.0,1593.63,Yes,4413.69,High
9657.36,20,Travel,Online,Delhi,4.0,4324.1,No,22.76,Medium
551.69,18,Grocery,POS,Mumbai,2.0,1519.92,No,7.27,Low
212.22,14,Shopping,ATM,Delhi,0.0,438.69,No,28.67,Low
1336.62,10,Shopping,ATM,Visakhapatnam,6.0,2395.39,No,9.76,High
402.33,9,Online Marketplace,POS,Kolkata,2.0,817.31,No,16.82,Low
2738.82,13,Restaurants,Online,Mumbai,1.0,2439.13,No,2.05,Medium
538.25,8,Grocery,POS,Delhi,4.0,277.22,No,18.49,High
13986.71,0,Electronics,POS,Surat,2.0,1410.91,No,472.9,High
114.03,8,Pharmacy,POS,Mumbai,2.0,282.32,No,24.8,Low
542.08,19,Grocery,Online,Hyderabad,0.0,465.51,No,9.83,Low
2854.06,11,Restaurants,POS,Delhi,2.0,4456.59,No,8.01,Low
933.41,21,Grocery,Online,Lucknow,5.0,2098.73,No,6.27,Low
4445.91,13,Shopping,Online,Mumbai,3.0,1096.83,No,24.24,High
254.88,17,Grocery,Online,Delhi,4.0,561.25,No,23.94,Low
460.54,18,Shopping,POS,Pune,4.0,494.31,No,5.98,Low
758.14,18,Utilities,ATM,Delhi,18.0,900.94,No,5.81,High
544.8,20,Shopping,POS,Nagpur,2.0,402.27,No,7.76,Low
2971.71,14,Grocery,POS,Indore,1.0,6572.53,No,4.65,Medium
3936.76,18,Shopping,POS,Bengaluru,1.0,2351.39,No,0.98,Medium
1858.69,9,Shopping,POS,Vijayawada,4.0,3061.43,No,15.96,Low
841.07,18,Travel,POS,Kochi,6.0,264.95,No,13.48,Medium
1625.37,16,Food,POS,Jaipur,2.0,2123.94,No,27.18,Medium
2315.94,18,Food,ATM,Ahmedabad,4.0,1357.09,No,3.23,Medium
2699.67,13,Online Marketplace,POS,Mumbai,1.0,2875.59,No,26.81,Low
1130.35,10,Online Marketplace,POS,Kolkata,4.0,1084.63,No,2.57,Low
1638.57,18,Pharmacy,Contactless,Indore,1.0,2149.37,No,17.64,Medium
214.11,19,Food,Contactless,Mumbai,24.0,1033.24,No,4.07,Medium
214.07,12,Grocery,ATM,Delhi,1.0,818.51,No,36.37,Low
836.15,11,Restaurants,Online,Coimbatore,1.0,1270.18,No,2.96,Low
144.53,16,Food,POS,Delhi,4.0,184.4,No,393.68,Medium
1572.13,19,Fuel,POS,Mumbai,0.0,3084.9,No,9.21,Low
1134.44,18,Pharmacy,Online,Delhi,1.0,4962.72,No,1.5,Low
4172.62,7,Shopping,POS,Bhopal,4.0,2422.51,No,270.46,Medium
2808.34,13,Electronics,POS,Kochi,4.0,489.09,No,9.76,Low
1779.59,21,Grocery,Online,Hyderabad,3.0,4592.64,No,9.66,Medium
4677.12,19,Restaurants,POS,Hyderabad,3.0,5489.61,No,36.9,Low
845.87,10,Food,Contactless,Kochi,0.0,3732.11,No,3.54,Low
2038.88,9,Restaurants,Online,Pune,2.0,2942.85,No,16.88,Medium
1538.21,19,Utilities,Contactless,Kolkata,4.0,1044.46,No,10.04,Medium
1337.78,16,Shopping,POS,Mumbai,1.0,1034.54,No,1.15,Low
2280.63,13,Online Marketplace,Online,Mumbai,4.0,1465.72,No,14.09,Medium
352.46,15,Fuel,Online,Kochi,2.0,729.78,No,15.29,Medium
1241.03,10,Fuel,POS,Pune,1.0,4110.38,No,21.23,Medium
363.06,17,Utilities,Online,Ahmedabad,3.0,945.23,No,293.82,Low
389.0,22,Online Marketplace,POS,Kochi,2.0,611.48,No,6.31,Low
474.28,13,Restaurants,Contactless,Patna,2.0,1767.74,No,2.44,Low
253.14,11,Utilities,POS,Kochi,1.0,509.5,No,456.79,Medium
153.03,21,Grocery,POS,Kochi,4.0,302.6,No,0.11,Medium
1183.65,12,Electronics,POS,Chennai,1.0,474.1,No,18.63,Low
191.99,11,Utilities,POS,Mumbai,0.0,603.91,No,14.26,Low
997.88,21,Food,POS,Indore,1.0,1522.0,No,10.76,Low
2900.87,9,Travel,Contactless,Pune,2.0,686.05,No,2.21,Low
2482.52,9,Fuel,POS,Kolkata,2.0,4289.55,No,6.93,Low
3242.14,8,Restaurants,Online,Delhi,2.0,1379.29,No,0.1,Low
1120.74,10,Pharmacy,ATM,Chennai,4.0,887.0,No,6.08,Medium
280.19,16,Entertainment,Online,Nagpur,2.0,574.97,No,16.56,Low
552.23,18,Shopping,Contactless,Lucknow,4.0,320.6,No,9.4,Low
13695.92,13,Electronics,Online,Mumbai,3.0,3588.65,No,23.54,High
1873.44,19,Restaurants,ATM,Delhi,29.0,794.8,No,8.15,High
2097.81,18,Shopping,Online,Mumbai,1.0,1270.25,Yes,430.03,High
3150.75,12,Online Marketplace,ATM,Kolkata,2.0,3017.92,No,12.02,Medium
8629.19,15,Electronics,POS,Bengaluru,2.0,397.32,No,5.3,High
523.67,16,Food,Contactless,Mumbai,3.0,1773.53,No,2.16,Low
1816.48,20,Utilities,POS,Pune,5.0,2136.62,No,34.41,High
1846.94,0,Grocery,Online,Hyderabad,3.0,3040.74,No,1.21,Low
673.08,11,Shopping,POS,Jaipur,1.0,1123.98,No,1.52,Low
637.76,17,Shopping,POS,Mumbai,3.0,347.98,Yes,2533.3,High
62928.44,21,Electronics,ATM,Indore,4.0,3728.02,No,5.94,Medium
410.34,23,Grocery,Contactless,Mumbai,3.0,1771.57,No,6.73,Low
1867.98,9,Online Marketplace,Contactless,Vijayawada,1.0,1915.56,No,18.06,Medium
775.17,15,Pharmacy,POS,Kochi,5.0,817.21,Yes,2785.54,Medium
182.63,8,Entertainment,Contactless,Delhi,3.0,285.05,No,3.33,Low
222.5,14,Grocery,POS,Pune,0.0,482.58,Yes,1847.69,Low
860.94,16,Restaurants,POS,Vijayawada,3.0,929.8,No,9.46,Low
2859.96,14,Travel,Online,Mumbai,3.0,860.23,No,0.47,Medium
2236.13,19,Entertainment,Online,Surat,3.0,1429.69,No,1.29,Low
314.84,16,Food,POS,Kolkata,6.0,1145.67,No,1.38,Medium
1898.77,11,Entertainment,Contactless,Kolkata,7.0,1890.27,No,7.81,Medium
5582.95,13,Shopping,Contactless,Delhi,3.0,3285.25,No,18.05,Medium
291.35,15,Fuel,POS,Bengaluru,2.0,181.26,No,1.06,Low
1258.64,11,Electronics,POS,Chennai,2.0,769.68,No,1.17,Medium
2842.82,21,Grocery,Online,Delhi,3.0,2806.82,No,450.92,Low
241.42,19,Food,Contactless,Kolkata,6.0,714.29,No,9.72,Low
88.9,0,Grocery,POS,Bengaluru,1.0,432.78,No,324.56,Low
15625.73,10,Healthcare,POS,Hyderabad,1.0,7299.49,No,0.39,Low
318.7,16,Restaurants,Contactless,Delhi,0.0,297.8,No,24.29,Low
3875.29,19,Shopping,ATM,Chennai,3.0,4428.81,No,14.67,Low
59923.59,11,Electronics,ATM,Ahmedabad,4.0,2815.98,No,16.35,High
419.72,21,Restaurants,POS,Mumbai,3.0,1329.75,No,23.31,Low
3232.12,8,Travel,Online,Chennai,3.0,1573.22,No,2.83,Medium
468.26,15,Fuel,Online,Lucknow,1.0,1193.56,No,26.32,Low
961.6,17,Shopping,ATM,Mumbai,2.0,889.75,No,30.35,Medium
2853.44,13,Grocery,Online,Bengaluru,5.0,2001.84,No,276.31,Medium
1904.71,16,Fuel,POS,Lucknow,1.0,3080.07,No,366.24,Medium
7156.91,7,Grocery,ATM,Kolkata,2.0,7429.34,No,43.69,Low
989.45,8,Restaurants,ATM,Lucknow,2.0,992.53,No,0.64,Low
840.5,18,Grocery,POS,Vijayawada,4.0,764.88,No,1.89,Medium
1048.69,9,Online Marketplace,Contactless,Hyderabad,3.0,534.37,No,0.36,Low
524.71,20,Restaurants,POS,Hyderabad,3.0,1575.18,No,3.59,Low
1872.4,13,Fuel,POS,Delhi,28.0,3343.72,No,17.19,High
754.97,12,Food,POS,Bengaluru,3.0,1577.5,No,6.53,Low
599.92,12,Shopping,ATM,Indore,2.0,502.86,No,209.85,Medium
289.39,13,Fuel,Online,Bengaluru,2.0,755.41,No,0.88,Low
296.86,12,Food,Online,Kolkata,2.0,743.31,No,15.03,Low
323.32,11,Food,POS,Visakhapatnam,2.0,1003.22,No,39.78,Low
377.47,19,Utilities,Online,Mumbai,0.0,551.37,Yes,1710.15,High
595.31,7,Utilities,Online,Nagpur,2.0,728.77,No,11.55,Medium
883.62,0,Pharmacy,Online,Hyderabad,1.0,2563.61,No,0.1,Low
1414.74,10,Restaurants,POS,Hyderabad,1.0,1139.29,No,6.21,Low
649.24,20,Shopping,Contactless,Chennai,0.0,1420.42,No,11.55,Low
3229.49,9,Education,Contactless,Kolkata,4.0,1165.02,No,9.95,Medium
212.66,7,Utilities,POS,Kolkata,1.0,805.3,No,8.11,Low
956.71,13,Fuel,Online,Mumbai,2.0,1157.04,Yes,2331.06,Medium
432.5,20,Grocery,POS,Mumbai,1.0,1020.85,No,20.68,Low
9139.45,17,Entertainment,Online,Vijayawada,2.0,1297.38,No,2.66,Low
313.72,21,Grocery,Online,Indore,2.0,919.17,Yes,1756.26,Low
8296.57,3,Online Marketplace,Online,Jaipur,3.0,1147.4,No,5.73,High
1195.96,19,Restaurants,POS,Delhi,4.0,1563.27,No,2.53,Low
9256.46,12,Food,ATM,Vijayawada,2.0,4490.46,No,44.79,High
123.94,9,Restaurants,Online,Hyderabad,1.0,613.59,No,4.62,Low
8258.57,21,Travel,Online,Chennai,2.0,2123.73,No,45.94,Medium
4871.44,10,Online Marketplace,Online,Kochi,22.0,2652.74,No,3.81,High
895.76,19,Pharmacy,Online,Pune,1.0,2203.54,No,3.81,Low
491.53,12,Online Marketplace,POS,Kolkata,5.0,688.49,No,8.69,Low
274.73,15,Food,POS,Delhi,2.0,678.3,No,0.94,Low
4930.42,12,Entertainment,Online,Bengaluru,0.0,2599.73,No,1.3,Low
2131.76,8,Electronics,Online,Jaipur,4.0,1332.58,No,5.79,Medium
2176.17,23,Restaurants,Contactless,Delhi,2.0,4917.48,No,3.92,Medium
495.2,20,Utilities,POS,Pune,4.0,523.5,No,0.64,Low
1439.3,14,Fuel,Online,Pune,3.0,1142.34,No,9.18,Low
2009.8,21,Utilities,POS,Nagpur,5.0,2411.78,No,6.88,Low
3996.12,22,Online Marketplace,POS,Hyderabad,1.0,1612.15,No,6.52,Low
261.05,19,Online Marketplace,POS,Vijayawada,2.0,203.41,No,15.81,High
1012.42,14,Food,Online,Pune,4.0,1767.77,No,1.4,Low
3390.93,16,Restaurants,ATM,Chennai,2.0,2398.38,No,14.33,Low
1597.59,18,Education,Online,Delhi,1.0,703.29,No,4.76,Medium
3087.95,14,Pharmacy,Online,Delhi,2.0,2123.28,No,8.75,Low
4794.08,15,Electronics,POS,Nagpur,3.0,2615.77,No,20.29,Medium
9399.27,9,Travel,POS,Ahmedabad,4.0,2941.46,No,2.15,High
237.37,23,Online Marketplace,Online,Delhi,4.0,379.65,No,3.29,Medium
